City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Windspeed
buritizeiro,0,-10800,1620053354,39,-17.3511,-44.9622,83.26,4.85
sentyabrskiy,,,,,,,,
ribeira grande,40,0,1620053354,68,38.5167,-28.7,66.2,6.91
paka,97,28800,1620053355,89,4.6374,103.4368,80.6,1.14
sitka,90,-28800,1620053355,87,57.0531,-135.33,44.6,3.44
pevek,76,43200,1620053356,98,69.7008,170.3133,0.18,7.34
tabiauea,,,,,,,,
lolua,,,,,,,,
palmer,100,-14400,1620053357,42,42.1584,-72.3287,64.99,1.99
batagay-alyta,100,32400,1620053357,95,67.8006,130.4114,28.62,0.74
khandyga,38,32400,1620053358,93,62.6667,135.6,31.78,4
wundanyi,100,10800,1620053358,84,-3.4019,38.364,64.72,9.04
mahebourg,40,14400,1620053358,94,-20.4081,57.7,78.8,6.91
pemberton,90,-25200,1620053360,93,50.3164,-122.8027,39.2,2.93
cassilandia,0,-14400,1620053360,27,-19.1133,-51.7342,87.6,7.31
mayumba,100,3600,1620053361,75,-3.432,10.6554,82.49,9.28
sainte-suzanne,0,14400,1620053361,83,-20.9061,55.6089,78.8,9.22
sekoma,0,7200,1620053362,27,-24.4,23.8833,71.96,8.28
chimore,14,-14400,1620053362,55,-16.9833,-65.1333,84.65,4.59
dianopolis,,,,,,,,
teya,100,25200,1620053363,99,60.3778,92.6267,37.35,3.18
korla,100,28800,1620053363,19,41.7597,86.1469,63.45,11.14
sorvag,,,,,,,,
bandarbeyla,100,10800,1620053364,66,9.4942,50.8122,85.1,7.56
whitehorse,75,-25200,1620053365,69,60.7161,-135.0538,30.99,2.3
kargapolye,,,,,,,,
olean,90,-14400,1620053365,71,42.0776,-78.4297,57.99,5.75
vathi,0,10800,1620053366,30,38.4,23.6,86,3.44
bilibino,38,43200,1620053366,95,68.0546,166.4372,-0.29,4.41
cavadinesti,70,10800,1620053366,53,46.0667,28.0169,59.76,14.65
erdaojiang,38,28800,1620053372,40,41.7764,126.0319,50,8.61
miami,75,-14400,1620053284,65,25.7743,-80.1937,87.01,13.8
kargasok,99,25200,1620053373,86,59.0556,80.8572,43.21,6.55
port lincoln,87,34200,1620053373,59,-34.7333,135.8667,59.23,14.43
bakchar,100,25200,1620053373,98,57.0186,82.0711,47.48,3.2
san cristobal,75,-14400,1620053374,94,7.7669,-72.225,77,3.44
louisbourg,,,,,,,,
burns lake,100,-25200,1620053374,93,54.2331,-125.7533,33.8,3.58
irun,40,7200,1620053375,59,43.339,-1.7894,60.8,5.75
yangjiang,30,28800,1620053375,90,21.85,111.9667,76.33,6.82
coahuayana,1,-18000,1620053376,26,18.7333,-103.6833,69.8,1.99
xining,68,28800,1620053376,56,36.6167,101.7667,40.59,10.8
zhadovka,100,14400,1620053377,61,53.5746,46.9498,65.68,15.99
narsaq,75,-7200,1620053377,26,60.9167,-46.05,44.6,41.43
hambantota,75,19800,1620053378,100,6.1241,81.1185,78.8,5.75
buala,65,39600,1620053378,80,-8.145,159.5921,79.84,0.54
olafsvik,3,0,1620053378,48,64.8945,-23.7142,39.18,7.25
san carlos de bariloche,47,-10800,1620053289,53,-41.1456,-71.3082,46.4,11.5
porto novo,20,3600,1620053379,66,6.4965,2.6036,91.4,17.27
gorom-gorom,12,0,1620053379,11,14.4439,-0.2361,107.35,6.93
caxito,75,3600,1620053380,83,-8.5785,13.6643,78.8,10.36
valparaiso,40,-14400,1620053380,82,-33.0393,-71.6273,57.99,4.61
eureka,6,-25200,1620053305,92,40.8021,-124.1637,50,5.41
lauria,100,7200,1620053381,66,40.0465,15.8358,57.78,4.14
acarau,97,-10800,1620053381,76,-2.8856,-40.12,81.68,9.19
salym,86,18000,1620053382,48,60.0625,71.4789,40.33,4.16
wasilla,1,-28800,1620053382,65,61.5814,-149.4394,37.99,6.91
puerto gaitan,100,-18000,1620053383,90,4.3133,-72.0816,71.69,6.85
vyazemskiy,40,36000,1620053383,62,47.5378,134.7525,40.78,5.1
bengkulu,95,25200,1620053384,87,-3.8004,102.2655,78.22,4.56
husavik,75,0,1620053384,56,66.0449,-17.3389,37.4,6.91
nome,90,-28800,1620053384,70,64.5011,-165.4064,37.4,10.36
lalibela,100,10800,1620053385,89,12.0333,39.0333,55.09,3.78
saint-denis,0,7200,1620053385,33,48.9167,2.3333,63,12.66
visby,0,7200,1620053386,53,57.6409,18.296,52,6.91
buin,75,-14400,1620053386,66,-33.7333,-70.75,63,3.44
udachnyy,100,32400,1620053387,98,66.4167,112.4,29.52,2.64
sardarshahr,39,19800,1620053387,18,28.4333,74.4833,92.37,8.03
mwene-ditu,73,7200,1620053389,82,-7,23.45,75.38,1.32
marzuq,,,,,,,,
rincon,75,-14400,1620053389,65,32.296,-81.2354,82,10.36
khoni,0,14400,1620053390,27,42.3226,42.4206,87.8,3.44
sur,100,14400,1620053390,43,22.5667,59.5289,89.29,12.41
springbok,99,7200,1620053391,21,-29.6643,17.8865,76.05,4.03
lanzhot,71,7200,1620053391,37,48.7244,16.9669,59,10
bonoua,40,0,1620053391,79,5.2741,-3.595,86,13.8
angoram,87,36000,1620053392,96,-4.0625,144.0661,74.32,1.39
sayat,0,18000,1620053392,22,38.7839,63.8803,87.8,11.5
palimbang,51,28800,1620053393,83,6.2106,124.1894,80.28,3.42
leningradskiy,26,43200,1620053393,92,69.3833,178.4167,2.14,6.15
pozo colorado,,,,,,,,
noumea,90,39600,1620053228,94,-22.2763,166.4572,75.99,10.4
ketchikan,90,-28800,1620053394,87,55.3422,-131.6461,42.8,9.22
saint anthony,90,-18000,1620053400,71,45.0205,-93.218,54,11.5
waingapu,26,28800,1620053400,81,-9.6567,120.2641,76.8,8.84
boda,99,3600,1620053400,47,4.3189,17.4695,86.61,1.97
norman wells,20,-21600,1620053401,74,65.282,-126.8329,32,4.61
muravlenko,56,18000,1620053402,65,63.7898,74.523,33.87,7.05
paamiut,100,-7200,1620053403,57,61.994,-49.6678,42.15,12.01
havre-saint-pierre,40,-14400,1620053403,49,50.2334,-63.5986,46.4,21.85
mwanza,40,10800,1620053404,61,-2.5167,32.9,80.6,6.91
saint george,0,-21600,1620053145,46,37.1041,-113.5841,62.01,7.83
salumbar,95,19800,1620053405,17,24.1333,74.05,94.03,4.52
lasa,20,7200,1620053405,17,46.6166,10.7002,69.8,4.61
liverpool,75,3600,1620053230,87,53.4106,-2.9779,50,26.46
kisangani,55,7200,1620053406,56,0.5167,25.2,86.85,3
ermelo,8,7200,1620053407,36,-26.5333,29.9833,60.82,7.49
matadi,98,3600,1620053407,85,-5.8167,13.45,80.28,4.52
kloulklubed,75,32400,1620053407,89,7.0419,134.2556,80.6,10.36
oktyabrskiy,92,18000,1620053408,62,54.4815,53.471,61.72,6.82
bolgatanga,97,0,1620053408,22,10.7856,-0.8514,104.94,2.06
gazanjyk,100,18000,1620053409,18,39.2446,55.5154,77.38,6.17
tigil,1,43200,1620053409,76,57.8,158.6667,28.35,6.67
bonfim,89,-14400,1620053410,66,3.0833,-59.95,83.53,6.31
chagda,,,,,,,,
jiwani,91,18000,1620053410,79,25.05,61.7417,82.9,7.56
vostok,61,36000,1620053411,76,46.4856,135.8833,32.54,1.63
kuliyapitiya,72,19800,1620053411,89,7.4688,80.0401,77.85,1.1
bonanza,61,-21600,1620053412,52,14.0289,-84.591,84.24,4.54
mapiripan,100,-18000,1620053412,98,2.8892,-72.1256,72.32,4.16
turbat,100,18000,1620053413,47,26.0023,63.044,86.41,13.31
darhan,100,28800,1620053413,48,49.4867,105.9228,39.6,4.05
san andres,40,-18000,1620053413,66,12.5847,-81.7006,86,9.22
pangnirtung,20,-14400,1620053414,69,66.1451,-65.7125,33.8,4.61
saleaula,,,,,,,,
karauzyak,,,,,,,,
tucurui,60,-10800,1620053415,62,-3.7661,-49.6725,85.86,3.98
abha,40,10800,1620053415,68,18.2164,42.5053,69.8,11.5
andapa,75,10800,1620053416,98,-14.65,49.65,71.37,1.9
san policarpo,98,28800,1620053416,86,12.1791,125.5072,80.71,14.94
qui nhon,59,25200,1620053417,79,13.7667,109.2333,78.57,4.29
mocambique,,,,,,,,
henties bay,,,,,,,,
kruisfontein,2,7200,1620053418,36,-34.0033,24.7314,76.69,2.64
cherskiy,23,39600,1620053418,93,68.75,161.3,11.1,7.34
talnakh,100,25200,1620053419,77,69.4865,88.3972,28.22,6.87
fernie,41,-21600,1620053419,93,49.5,-115.0687,37.4,5.75
bulgan,78,28800,1620053420,42,48.8125,103.5347,36.28,4.61
taltal,100,-14400,1620053420,57,-25.4,-70.4833,69.85,2.44
zhigansk,100,32400,1620053420,99,66.7697,123.3711,31.93,6.98
plettenberg bay,4,7200,1620053363,48,-34.0527,23.3716,74.26,2.24
mabaruma,93,-14400,1620053421,87,8.2,-59.7833,80.83,3.78
kirakira,64,39600,1620053422,84,-10.4544,161.9205,78.03,2.98
najran,75,10800,1620053423,14,17.4924,44.1277,91.4,6.91
canico,40,3600,1620053423,60,32.6333,-16.85,69.8,16.11
nago,40,32400,1620053424,73,26.5881,127.9761,69.8,9.22
lima,90,-18000,1620053230,88,-12.0432,-77.0282,73,10.36
ixtapa,1,-18000,1620053424,72,20.7,-105.2,66.2,5.75
saurimo,99,3600,1620053430,79,-9.6608,20.3916,71.78,4.79
huarmey,32,-18000,1620053430,78,-10.0681,-78.1522,69.53,6.64
kasempa,80,7200,1620053431,61,-13.4584,25.8338,70.59,5.66
laibin,19,28800,1620053431,88,23.7,109.2667,75.88,8.86
contamana,73,-18000,1620053432,61,-7.3333,-75.0167,85.53,0.89
falealupo,,,,,,,,
khonuu,,,,,,,,
auki,74,39600,1620053433,87,-8.7676,160.7034,77.09,2.66
nkhotakota,53,7200,1620053433,66,-12.9274,34.2961,74.39,13.87
ushumun,100,32400,1620053434,44,52.7833,126.5333,47.97,13.76
amarante do maranhao,50,-10800,1620053434,56,-5.5667,-46.7422,85.62,7.4
ilulissat,1,-7200,1620053435,23,69.2167,-51.1,48.2,20.71
saint-augustin,41,-14400,1620053435,51,51.226,-58.6502,47.03,9.64
chulman,100,32400,1620053435,99,56.8479,124.9104,29.98,2.21
senneterre,75,-14400,1620053436,56,48.3835,-77.2328,37.4,2.3
san miguel,0,-21600,1620053436,89,13.4833,-88.1833,80.6,2.35
cap malheureux,3,14400,1620053437,85,-19.9842,57.6142,79,3
san quintin,98,-25200,1620053437,73,30.4833,-115.95,59.34,6.87
pouebo,32,39600,1620053438,87,-20.4,164.5667,73.56,12.71
chokurdakh,100,39600,1620053438,98,70.6333,147.9167,29.7,7.81
adolfo lopez mateos,26,-21600,1620053439,34,28.4667,-107.3,57.99,1.99
namatanai,73,36000,1620053439,82,-3.6667,152.4333,79.41,3.42
general roca,0,-10800,1620053440,66,-39.0333,-67.5833,51.8,6.91
quelimane,40,7200,1620053440,61,-17.8786,36.8883,77,9.22
mana,97,-10800,1620053440,78,5.6592,-53.7767,82.18,8.86
armacao dos buzios,,,,,,,,
dibulla,85,-18000,1620053441,62,11.2725,-73.3091,85.68,8.59
abalak,78,18000,1620053441,46,58.1286,68.5944,47.3,11.77
muli,91,18000,1620053442,72,2.9167,73.5667,84.6,10.31
haibowan,,,,,,,,
akdepe,0,18000,1620053442,18,42.0551,59.3788,82.4,11.5
prince rupert,90,-25200,1620053443,93,54.3161,-130.3201,44.6,11.5
pacifica,20,-25200,1620053443,76,37.6138,-122.4869,55.99,3.44
muisne,75,-18000,1620053444,100,0.6,-80.0333,75.2,9.22
amga,91,32400,1620053444,98,60.8953,131.9608,35.31,0.76
padang,40,25200,1620053445,89,-0.9492,100.3543,82.4,3.44
mys shmidta,,,,,,,,
gubskaya,97,10800,1620053445,69,44.3164,40.6358,70.81,2.62
roswell,90,-14400,1620053155,94,34.0232,-84.3616,68,9.24
pemangkat,96,25200,1620053446,77,1.1667,108.9667,81.63,5.55
along,95,19800,1620053446,89,28.1667,94.7667,69.53,1.83
griffith,90,-18000,1620053447,94,41.5284,-87.4237,61,4.61
kushmurun,9,21600,1620053447,61,52.4503,64.6311,54.34,11.61
sept-iles,75,-14400,1620053448,60,50.2001,-66.3821,43,16.11
berlevag,40,7200,1620053448,64,70.8578,29.0864,33.8,4.61
stanisic,0,7200,1620053449,44,45.94,19.1653,57.2,11.5
lensk,82,32400,1620053449,95,60.7253,114.9278,31.86,0.16
toliary,,,,,,,,
borogontsy,96,32400,1620053450,99,62.6683,131.1683,34.38,3.4
jaguaquara,95,-10800,1620053450,46,-13.5306,-39.9708,80.51,7.43
temir,34,18000,1620053451,35,49.1414,57.13,69.33,5.35
raudeberg,,,,,,,,
romilly-sur-seine,0,7200,1620053451,39,48.5108,3.7263,60.8,11.5
daytona beach,20,-14400,1620053340,65,29.2108,-81.0228,82,10.36
saint-joseph,0,14400,1620053452,78,-21.3667,55.6167,78.8,2.3
klaksvik,75,3600,1620053452,60,62.2266,-6.589,41,13.8
rabo de peixe,20,0,1620053453,77,37.8,-25.5833,64.4,6.91
barbar,,,,,,,,
san pedro,69,28800,1620053458,70,14.35,121.0167,82.99,3
mayo,40,-14400,1620053393,68,38.8876,-76.5119,66.99,5.75
itaqui,11,-10800,1620053459,42,-29.1253,-56.5531,86.68,17.87
tikapur,100,20700,1620053294,74,28.5,81.1333,84.99,4
concordia,40,-10800,1620053460,78,-31.393,-58.0209,75.2,11.5
belaya gora,100,39600,1620053460,99,68.5333,146.4167,29.84,2.71
kondagaon,49,19800,1620053461,35,19.6,81.6667,82.63,3.83
alotau,,,,,,,,
yangambi,82,7200,1620053461,50,0.8102,24.4336,87.03,0.81
karratha,12,28800,1620053461,67,-20.7377,116.8463,80.33,8.84
pokhara,100,20700,1620053462,84,28.2333,83.9833,66.63,1.39
eslov,91,7200,1620053462,72,55.8393,13.3039,46.99,3
meulaboh,100,25200,1620053463,83,4.1363,96.1285,80.46,3.53
arrecife,40,3600,1620053463,46,28.963,-13.5477,73.4,23.02
ola,6,39600,1620053464,84,59.5833,151.2833,30.34,4.09
blackfoot,96,-21600,1620053464,61,43.1905,-112.345,45,5.01
haapiti,20,-36000,1620053465,78,-17.5667,-149.8667,75.2,3.44
lashio,2,23400,1620053465,80,22.9333,97.75,67.78,2.53
kamenskoye,,,,,,,,
galiwinku,,,,,,,,
jijiga,100,10800,1620053466,70,9.35,42.8,67.95,6.26
santiago del estero,50,-10800,1620053467,51,-27.7951,-64.2615,82.04,15.7
viligili,,,,,,,,
bull savanna,30,-18000,1620053468,59,17.8868,-77.5902,82.35,14.43
merritt,90,-25200,1620053468,62,50.1123,-120.7942,50,14.97
tonj,16,7200,1620053408,32,7.2737,28.6822,94.62,5.53
mahaicony,,,,,,,,
zanjan,40,16200,1620053469,72,36.6736,48.4787,57.2,11.5
douentza,80,0,1620053469,13,14.9951,-2.9517,107.47,7.92
karaton,,,,,,,,
stoyba,,,,,,,,
codrington,100,36000,1620053470,66,-38.2667,141.9667,52.65,18.61
bonthe,100,0,1620053471,61,7.5264,-12.505,88.02,5.73
charters towers,100,36000,1620053471,75,-20.1,146.2667,71.98,5.37
salisbury,75,3600,1620053456,71,51.0693,-1.7957,53.01,28.77
santa cruz,27,-14400,1620053334,65,-17.8,-63.1667,82.4,19.57
bargal,,,,,,,,
alofi,87,-39600,1620053472,88,-19.0595,-169.9187,73.4,5.75
santa rosa,80,28800,1620053473,70,14.3122,121.1114,82.99,3
baykit,100,25200,1620053473,99,61.67,96.37,35.31,3.09
micheweni,100,10800,1620053474,86,-4.9667,39.8333,78.82,13.96
tura,99,19800,1620053474,73,25.5198,90.2201,73.47,3.33
praia,20,-3600,1620053475,53,14.9215,-23.5087,77,19.57
isangel,22,39600,1620053475,81,-19.55,169.2667,76.98,17.81
kardla,0,10800,1620053475,75,58.9978,22.7492,42.8,14.97
skalnyy,,,,,,,,
pemba,40,7200,1620053476,83,-12.974,40.5178,78.8,11.5
marsciano,10,7200,1620053477,53,42.9059,12.3359,71.01,2.3
itarema,,,,,,,,
safaqis,,,,,,,,
shimoda,1,32400,1620053477,56,34.6667,138.95,57,1.99
churapcha,83,32400,1620053478,95,62.0025,132.4325,36.59,3.33
yilan,40,28800,1620053305,88,24.757,121.753,78.01,4.61
gariaband,48,19800,1620053478,43,20.635,82.0614,81.81,12.84
gigmoto,58,28800,1620053479,87,13.7796,124.39,80.24,11.54
samalaeulu,,,,,,,,
sesheke,10,7200,1620053480,32,-17.4759,24.2968,79.38,6.35
kostroma,90,10800,1620053480,94,57.7708,40.9344,53.6,4.47
tocopilla,7,-14400,1620053480,71,-22.092,-70.1979,70.41,9.33
puerto el triunfo,0,-21600,1620053481,89,13.2833,-88.55,82.4,3.31
atasu,94,21600,1620053481,23,48.6814,71.6433,60.67,9.71
grand gaube,4,14400,1620053482,85,-20.0064,57.6608,79,3
moron,100,-10800,1620053487,82,-34.6534,-58.6198,73.99,3
tanda,84,19800,1620053487,22,26.55,82.65,93.24,3.58
ulaangom,47,25200,1620053488,34,49.9811,92.0667,43.56,3.04
menongue,100,3600,1620053488,61,-14.6585,17.691,72.12,6.53
biak,,,,,,,,
kalyazin,99,10800,1620053489,91,57.2403,37.8433,55.47,13.22
vagur,96,3600,1620053489,81,61.4732,-6.8119,38.8,27.47
mamallapuram,40,19800,1620053490,74,12.6264,80.1722,87.01,6.91
skalistyy,,,,,,,,
chapais,20,-14400,1620053490,64,49.7834,-74.8492,33.8,2.3
uppsala,90,7200,1620053491,43,60,17.75,54,5.75
guiglo,100,0,1620053491,51,6.5456,-7.4966,89.92,2.46
grand-santi,88,-10800,1620053492,76,4.25,-54.3833,82.33,3.44
urusha,100,32400,1620053492,68,54.05,122.9,43.63,13.73
nikolayevsk-na-amure,42,36000,1620053493,97,53.1406,140.73,25.32,3.83
mongo,91,3600,1620053493,8,12.1844,18.693,104.77,9.42
melfi,0,7200,1620053494,49,40.9965,15.6514,68,5.75
port-gentil,75,3600,1620053494,83,-0.7193,8.7815,82.4,13.8
kenai,1,-28800,1620053495,80,60.5544,-151.2583,37.99,8.05
marystown,74,-9000,1620053495,72,47.1666,-55.1483,40.82,27.36
pljevlja,90,7200,1620053495,71,43.3333,19.3333,50,5.75
acworth,90,-14400,1620053496,94,34.0659,-84.6769,66.99,8.72
kintinku,98,10800,1620053496,72,-5.8833,35.2333,75.13,4.74
ajdabiya,46,7200,1620053497,9,30.7554,20.2263,103.57,6.04
valer,75,7200,1620053497,81,60.6785,11.8331,44.01,6.91
benguela,100,3600,1620053497,68,-12.5763,13.4055,84.45,11.18
trat,99,25200,1620053498,99,12.5,102.5,84.99,1.32
mattru,,,,,,,,
colesberg,0,7200,1620053498,27,-30.72,25.0972,66.81,8.86
rajpipla,29,19800,1620053499,31,21.8667,73.5,95,2.3
marcona,,,,,,,,
nuuk,20,-7200,1620053500,40,64.1835,-51.7216,48.2,8.05
vredendal,100,7200,1620053500,28,-31.6683,18.5012,77.72,9.33
tiznit,72,0,1620053296,51,29.5833,-9.5,67.86,12.71
viedma,74,-10800,1620053428,32,-40.8135,-62.9967,62.55,15.3
guilin,90,28800,1620053501,94,25.2819,110.2864,75.2,8.95
fengxian,100,28800,1620053501,96,34.7039,116.5872,60.15,4.85
zermatt,0,7200,1620053502,68,46.0213,7.7491,62.6,6.91
guozhen,75,28800,1620053502,39,34.3659,107.359,62.49,9.04
kotel,75,10800,1620053502,38,42.8833,26.45,75.2,13.8
goderich,100,-14400,1620053503,72,43.7501,-81.7165,59,8.05
yokadouma,90,3600,1620053503,55,3.5167,15.05,84.22,5.12
loandjili,40,3600,1620053504,84,-4.7561,11.8578,84.2,10.36
port macquarie,40,36000,1620053281,100,-31.4333,152.9167,57,5.86
bud,100,-14400,1620053504,99,39.447,-86.1758,63,7.67
harper,100,0,1620053504,72,4.375,-7.7169,84.69,8.97
salinas,90,-25200,1620053241,87,36.6777,-121.6555,53.6,1.54
khasan,,,,,,,,
rietavas,0,10800,1620053505,65,55.7194,21.9311,44.6,8.05
kaitangata,,,,,,,,
toamasina,75,10800,1620053506,83,-18.1667,49.3833,80.6,5.75
ewa beach,20,-36000,1620053355,68,21.3156,-158.0072,73.4,8.05
gorgopi,,,,,,,,
mackenzie,90,-25200,1620053506,87,55.2999,-123.1698,35.6,3.44
monrovia,75,0,1620053507,66,6.3005,-10.7969,91.4,10.36
halalo,,,,,,,,
seoul,0,32400,1620053508,58,37.5683,126.9778,53.6,3.44
dubrajpur,90,19800,1620053508,94,23.8,87.3833,77,5.75
rocha,64,-10800,1620053513,52,-34.4833,-54.3333,77.09,12.71
